sentiment_word-情感关键词,sentiment_anls-情感正负面
将就;透明;麻烦;,-1;1;-1;
不破;陶醉;甜甜的;干燥;没有失望;不算惊艳;浓烈;暖暖;,1;1;0;-1;1;-1;1;1;
不怎么好;碎;伤心;,-1;-1;-1;
不符;一般;麻烦;,-1;0;-1;
值得;物超所值;高;,1;1;1;
假货;清楚;老顾客;,-1;1;1;
很好;好评;,1;1;
不错;,1;
满意;一致;很好;,1;1;1;
,
正品;还可以;奇怪;好用;,1;1;-1;1;
没反应;不亮;太差;不准;,-1;-1;-1;-1;
很快;给力;,1;1;
太差;还可以;,-1;1;
,
不错;值得;很高;完美;很好;,1;1;1;1;1;
垃圾;,-1;
不愉快;差评;,-1;-1;
值得;不错;稳定;,1;1;1;
不好用;卡;不好;还可以;硬;,-1;-1;-1;1;-1;
够用;漂亮;推荐;不错;迅速;,1;1;1;1;1;
,
凹进去;很脏;,-1;-1;
很快;很好;,1;1;
中评;不怎么好;贵;一般;,0;-1;-1;0;
差;很差;后悔;很差;,-1;-1;-1;-1;
还可以;,1;
不好用;,-1;
舒服;不油;,1;1;
漂亮;推荐;合适;快;严实;值得;,1;1;1;1;1;1;
一般;,0;
很多;很多;没有清香;,1;1;-1;
满意;,1;
可以;不错;,1;1;
行;,1;
很好;给力;没的说;,1;1;1;
很好;柔软;,1;1;
实惠;方便;,1;1;
,
正品;,1;
正品;不错;快;,1;1;1;
,
实惠;便宜;挺美;,1;1;1;
不错;矮;,1;-1;
很糟;,-1;
差太大;,-1;
不理;,-1;
便宜;贵;,1;-1;
不用说;失败;,1;-1;
不错;小了点;,1;-1;
漂亮;喜欢;,1;1;
,
合适;可以;,1;1;
货真价实;不错;,1;1;
满意;好用;,1;1;
上档次;,1;
偏小;,-1;
不喜欢;,-1;
看好;,1;
不错;喜欢;合理;,1;1;1;
满意;好评;,1;1;
差;差远了;,-1;-1;
可以;差评;太高;,1;-1;-1;
不好;,-1;
不满意;,-1;
差;慢;,-1;-1;
,
,
失望;,-1;
不满意;,-1;
不错;喜欢;,1;1;
,
难吃;,-1;
,
不满意;,-1;
不好;,-1;
一般;没有好;,0;-1;
,
正品;还行;,1;1;
,
慢;,-1;
很好;满意;,1;1;
方便;,1;
快;挺好;,1;1;
不错;不怎么样;,1;-1;
慎重;,-1;
贵;不咋的;,-1;-1;
挺好;,1;
郁闷;,-1;
裂缝;,-1;
坏;垃圾;,-1;-1;
不错;可以;负责;,1;1;1;
不好;,-1;
慢悠悠;不好;新;,-1;-1;1;
不符;,-1;
正品;满意;完好;迷你;不错;够快;不足;,1;1;1;1;1;1;-1;
准时;,1;
实惠;不错;还可以;,1;1;1;
不好;还好;硬;损伤;容易;,-1;1;-1;-1;1;
,
坏;不怎么样;,-1;-1;
差不多;可惜;,0;-1;
迷你;好闻;差不多;,1;1;0;
,
很脏;很大;,-1;1;
不错;,1;
长;假货;靠谱;仔细;,1;-1;1;1;
不错;可以;,1;1;
差;有心;便宜;,-1;1;1;
,
坏;没有好用;失望;,-1;-1;-1;
坑;,-1;
不太好;,-1;
,
,
一般;,0;
疼;硬;,-1;-1;
不错;喜欢;喜欢;很好;喜欢;,1;1;1;1;1;
漏气;,-1;
不满意;,-1;
全新;,1;
不错;挺好;正好;,1;1;1;
不值;一般;一般般;很小;,-1;0;0;1;
不少;足;裂;明显;严重;,1;1;-1;0;-1;
赞;实用;,1;1;
,
满意;,1;
满意;好;,1;1;
好;不够滋润;难闻;厌恶;,1;-1;-1;-1;
正品;不错;不好;不错;好;,1;1;-1;1;1;
喜欢;,1;
很好;,1;
太少;不好;不值;,-1;-1;-1;
很淡;不怎么好;,-1;-1;
满意;一致;,1;1;
太少;值得;,-1;1;
不舒服;,-1;
漂亮;一般;耐用;很多;明显;不足;很响;不耐用;,1;0;1;1;0;-1;-1;-1;
坏;,-1;
值得;信任;不错;,1;1;1;
卓越;好;免费;关心;可以;卓越;可以;方便;不多;,1;1;1;1;1;1;1;1;0;
有问题;不行;值得;旧;贵;,-1;-1;1;-1;-1;
心急;错;,-1;-1;
还可以;可以;,1;1;
不合适;失望;,-1;-1;
不错;稳定;不错;,1;1;1;
好;很高;好;快;正合适;满意;,1;1;1;1;1;1;
可以;很好;清晰;,1;1;1;
看好;好;,1;1;
没有问题;,1;
适合;棒棒的;满意;好;不错;也好;也好;,1;1;1;1;1;1;1;
不好用;,-1;
还行;不是很高;,1;-1;
不错;,1;
一般;,0;
值得;,1;
不敢恭维;坚定;,-1;1;
好看;好;好;可以;值得;清新;很好;,1;1;1;1;1;1;1;
垃圾;,-1;
,
差;不理;发霉;,-1;-1;-1;
节省时间;干;,1;-1;
,
粘粘的;好大;凉;,-1;-1;0;
啰嗦;很差;,-1;-1;
很香;渣;不敢相信;很多;不正确;失望;,1;-1;-1;1;-1;-1;
好;,1;
坑人;,-1;
可以;不错;快;可以;喜欢;不错;好;,1;1;1;1;1;1;1;
,
还行;太重;,1;-1;
,
环保;低;正品;很少;,1;-1;1;1;
不是很差;没有好;,1;-1;
,
挺差;便宜没好货;,-1;-1;
,
不错;好;,1;1;
不好;,-1;
很淡;重;喜欢;,-1;-1;1;
,
假货;无语;,-1;-1;
一般;实惠;,0;1;
还好;发白;,1;-1;
,
挺好;喜欢;,1;1;
不错;,1;
不错;,1;
坑;,-1;
慢;一般;快;,-1;0;1;
不想多说;,-1;
差;坏;,-1;-1;
腻烦;很好;,-1;1;
很赞;喜欢;,1;1;
,
不错;还可以;,1;1;
破;没坏;失望;破;忽悠;失败;,-1;1;-1;-1;-1;-1;
,
不错;,1;
可以;,1;
太差;,-1;
太长;,-1;
很贵;很快;贵;,-1;1;-1;
忽悠;不对;满意;,-1;-1;1;
很好;可以;,1;1;
不值;,-1;
不好;太差;脱落;,-1;-1;-1;
不对;,-1;
合适;舒服;好;,1;1;1;
可以;不清晰;清晰;耐用;杠杠的;很好;挺好;可以;满足;没得说;,1;-1;1;1;1;1;1;1;1;1;
可以;努力;不能满意;失望透顶;协调;,1;1;-1;-1;1;
值得;开心;放心;很快;快;到位;很好;快;喜欢;好;,1;1;1;1;1;1;1;1;1;1;
没有好;,-1;
喜欢;差评;别发错;,1;-1;1;
good;,1;
慢;,-1;
夸大其词;忽悠;不怎么好;清润;有点油;深透;,-1;-1;-1;1;-1;1;
厉害;,1;
不错;喜欢;,1;1;
很好;快;喜欢;漂亮;,1;1;1;1;
不是贴合;不错;不是很好;不够好;可以;,-1;1;-1;-1;1;
快;好;,1;1;
假货;太差;顺滑;很好;,-1;-1;1;1;
棒棒哒;,1;
喜欢;,1;
漂亮;不错;不错;划算;挺快;满意;不用很多;,1;1;1;1;1;1;-1;
漂亮;可以;,1;1;
到位;还可以;满意;,1;1;1;
不行;没坏;,-1;1;
好用;还可以;,1;1;
响;,-1;
快;有限;一般;,1;-1;0;
,
正品;不错;不错;物美价廉;结实;刚好;方便;刚好;漂亮;很高;放心;不错;愉快;很好;喜欢;好;,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
还可以;,1;
广大;假货;很多;很多;软软的;谨慎;满意;无法忍受;,1;-1;1;1;1;0;1;-1;
好;,1;
高大上;简单;赞;可以;,1;1;1;1;
很好;很多;满意;,1;1;1;
直观;不错;,1;1;
臭;过长;不新鲜;太差;,-1;-1;-1;-1;
不错;,1;
不错;完整;方正;清晰;,1;1;1;1;
不错;,1;
正品;很快;,1;1;
不是很好;,-1;
垃圾;,-1;
长;不错;,1;1;
可以;好;幸福;,1;1;1;
恼火;,-1;
不好;很久;,-1;-1;
慢;,-1;
很好;,1;
一般;很大;,0;1;
疼;不好;好;,-1;-1;1;
不满意;坏;,-1;-1;
没有好;,-1;
差劲;,-1;
,
好;蛮好;快;,1;1;1;
好;敬业;,1;1;
,
容易;易清洗;可以;正常;好用;,1;1;1;1;1;
好;,1;
正品;精细;很快;喜欢;满意;结实;贴心;,1;1;1;1;1;1;1;
不准确;凑合;,-1;0;
很棒;很快;满意;高;,1;1;1;1;
不是很好;,-1;
拆过;不错;差评;失望;,-1;1;-1;-1;
不好;可以;,-1;1;
烂;不怎么好;,-1;-1;
便宜;喜欢;很多;,1;1;1;
更好;淡;蛮大;,1;-1;1;
裂痕;坏;久;太差;,-1;-1;0;-1;
龟速;不怎么好;,-1;-1;
,
,
垃圾;,-1;
渣;渣;,-1;-1;
,
还可以;,1;
信赖;满意;好;,1;1;1;
太吵;不错;不行;,-1;1;-1;
破;,-1;
用不上;结实;一般;,-1;1;0;
挺干;挺好;,-1;1;
不错;,1;
,
太差;,-1;
差;差;,-1;-1;
,
给力;,1;
,
顺滑;,1;
,
无语;,-1;
不行;长;很好;快;,-1;1;1;1;
很好;很好;,1;1;
充不进去;,-1;
没诚信;,-1;
不错;,1;
快;棒;挺好;,1;1;1;
不错;,1;
,
可以;不多;,1;0;
不太好;不错;不错;不干燥;,-1;1;1;1;
,
不好;,-1;
很好;赞;喜欢;很多;,1;1;1;1;
流畅;完美;棒;不错;,1;1;1;1;
明显;,0;
清晰;贴心;快;完美;,1;1;1;1;
容易脏;,-1;
挺好;,1;
没碎裂;,1;
差不多;蛮快;,0;1;
挺好;高兴;,1;1;
不错;放心;,1;1;
表扬;节约水;很干;静音;负责;,1;1;-1;1;1;
,
,
很好;,1;
耐用;很长;很长;还行;,1;1;1;1;
不是重;,1;
还可以;有噪音;,1;-1;
很快;,1;
恶心;失望;晦气;不稳;容易;,-1;-1;-1;-1;1;
不错;,1;
挺好;慢;,1;-1;
,
还行;,1;
,
满意;,1;
,
理解;满意;,1;1;
没有普通;无用;,0;-1;
太卡;不怎样;,-1;-1;
,
不错;快;高;,1;1;1;
满意;快;,1;1;
不够厚;很好;厚;,0;1;0;
挺快;快;好评;,1;1;1;
无良;恶心;龟速;严重;劣质;差;,-1;-1;-1;-1;-1;-1;
有质感;物有所值;顺利;喜欢;清新;,1;1;1;1;1;
很薄;糟糕;打水漂;,-1;-1;-1;
漂亮;很薄;适中;,1;-1;0;
一般;不太好;,0;-1;
卓越;很多;假;,1;1;-1;
干;好用;,-1;1;
不满意;,-1;
可以;喜欢;很多;满意;,1;1;1;1;
假货;,-1;
不是很好;费钱;,-1;-1;
满意;满意;满意;挺快;,1;1;1;1;
不假;滋润;别扭;假;不是喜欢;喜欢;淡淡的;还可以;好;不够淡;不如松动;,1;1;-1;-1;-1;1;1;1;1;1;1;
刺鼻;头疼;,-1;-1;
新;本来新鲜;,1;-1;
正品;完好;,1;1;
还可以;不怎么样;,1;-1;
脱色;冒牌;垃圾;,-1;-1;-1;
不满意;,-1;
差;虚假;,-1;-1;
及时;,1;
没明显;不行了;,0;0;
,
好;慢;不是不行;,1;-1;1;
享受;很好;不错;一般;很好;好;流畅;久;,1;1;1;0;1;1;1;0;
好看;短;强;很新;强;喜欢;简洁;,1;-1;1;1;1;1;1;
很好;,1;
不满意;,-1;
不怎么好吃;,-1;
顺滑;清新;清爽;适合;,1;1;1;1;
挺好;很静;,1;1;
很多;贵;,1;-1;
迅速;正常;实用;满意;好;到位;方便;,1;1;1;1;1;1;1;
挺暖;不错;,1;1;
满意;,1;
流畅;清晰;正常;靓丽;没的说;满意;很牛;新;很好;,1;1;1;1;1;1;1;1;1;
不行了;无语;失望;,0;-1;-1;
不多;干燥;很快;偏干;本来可以;,0;-1;1;-1;-1;
很好;不畅;不错;很快;极差;不完善;,1;-1;1;1;-1;-1;
,
赞;满意;,1;1;
不是好;水润;,-1;1;
很好;喜欢;,1;1;
,
完整;好;佳;,1;1;1;
喜欢;好;齐全;,1;1;1;
不符;,-1;
痒;标准;不行;,-1;0;-1;
不适当;,-1;
不错;不错;,1;1;
柔软;还行;偏薄;,1;1;-1;
太差;,-1;
很多;正常;,1;1;
好;,1;
快;合适;,1;1;
,
快;爱理不理;太差;太差;,1;-1;-1;-1;
,
满意;,1;
不好;,-1;
不用差;,1;
很高;高大上;爽;,1;1;1;
,
忧虑;,-1;
仔细;贵;,1;-1;
,
不错;给力;,1;1;
足;很快;,1;1;
不怎么好用;,-1;
还可以;满意;,1;1;
给力;挺好;符合;,1;1;1;
还好;很老;很干;完好;好大;很痛;可以;不温和;很老;,1;-1;-1;1;-1;-1;1;-1;-1;
不错;精致;喜欢;,1;1;1;
很好;满意;,1;1;
很快;合适;,1;1;
不舒服;,-1;
失败;正品;好;,-1;1;1;
很好;,1;
不错;,1;
,
,
虚高;一般;地摊货;,-1;0;-1;
,
没失望;,1;
,
香;淡淡的;好;毛躁;,1;1;1;-1;
简陋;,-1;
爽;不错;不错;不错;很快;喜欢;悦耳;,1;1;1;1;1;1;1;
过敏;,-1;
正品;不够精致;贵重;挺快;,1;-1;1;1;
够用;不错;,1;1;
满意;,1;
腻腻的;不油;,-1;1;
挺好;,1;
不错;,1;
,
大气;,1;
喜欢;还可以;,1;1;
,
,
正品;漂亮;全新;,1;1;1;
,
还好;,1;
挺大;,1;
正品;,1;
可以;可爱;不错;,1;1;1;
可以;,1;
垃圾;,-1;
太少;粗糙;不能踏实;不是很好;,-1;-1;-1;-1;
太甜;好;,-1;1;
慢;,-1;
值得称赞;,1;
好;快;喜欢;快;不卡;很多;满意;美;,1;1;1;1;1;1;1;1;
给力;,1;
不错;好评;,1;1;
开胶;,-1;
不错;,1;
不错;舒服;不错;满意;很好;,1;1;1;1;1;
不怎么样;变形;,-1;-1;
真实;优秀;遗憾;清晰;喜欢;完美;好看;,1;1;-1;1;1;1;1;
平安;幸福;合格;,1;1;1;
过期;差评;,-1;-1;
好用;,1;
,
挺好;,1;
物美价廉;完整;高端;不错;不乐观;完美;,1;1;1;1;-1;1;
,
假货;,-1;
还好;好;,1;1;
快;不错;清晰;满意;,1;1;1;1;
太贵;,-1;
细微;严格;明显;,-1;1;0;
大气;气派;高端;合理;到位;上档次;十足;方便;,1;1;1;1;1;1;1;1;
好评;,1;
响;简单;不错;,-1;1;1;
还可以;慢;,1;-1;
满意;满意;,1;1;
辛苦;好;,1;1;
无奈;坏;,-1;-1;
,
省时;方便;,1;1;
很贵;很好;,-1;1;
很大;,1;
恶心;ok;本来五星;,-1;1;-1;
一般般;,0;
不错;满意;,1;1;
精致;喜欢;够大;,1;1;1;
不错;不错;喜欢;,1;1;1;
很好;不好;,1;-1;
乱七八糟;,-1;
敏感;郁闷;着急;,1;-1;-1;
明显;黏糊糊;,0;-1;
适合;很好;,1;1;
不好;不满意;慢;好;一般;,-1;-1;-1;1;0;
不错;,1;
很好;棒;开心;,1;1;1;
不错;挺好;,1;1;
值得;快;挺好;到位;好;清晰;很快;,1;1;1;1;1;1;1;
刚好;合适;不错;,1;1;1;
干;不错;,-1;1;
不多;,0;
,
烂;很烂;,-1;-1;
不错;,1;
,
没得说;暖和;五星;棒;,1;1;1;1;
很齐;不错;实惠;,1;1;1;
不靠谱;,-1;
,
还好;,1;
很高;很快;给力;很好;,1;1;1;1;
不好;,-1;
郁闷;很旧;失望;失望透顶;,-1;-1;-1;-1;
不错;,1;
,
松动;,-1;
爽;正品;清晰;快;不错;正品;,1;1;1;1;1;1;
差;严重;,-1;-1;
一般般;,0;
还可以;很长;可以;合适;长;,1;1;1;1;1;
不喜欢;很慢;赞;很差;,-1;-1;1;-1;
一般;不好不坏;,0;0;
慢;,-1;
不错;喜欢;,1;1;
不错;,1;
太差;有问题;差劲;好;,-1;-1;-1;1;
不好;,-1;
耐用;可以;,1;1;
脏兮兮;垃圾;旧;,-1;-1;-1;
不蛮好;,-1;
刚好;,1;
挺好;,1;
不错;还行;,1;1;
还行;,1;
次;不好;疼;,-1;-1;-1;
干;,-1;
,
实用;,1;
合适;,1;
不错;不再脱皮;,1;1;
快;挺好;好评;,1;1;1;
差;,-1;
不咋滴;,-1;
不喜欢;不值;,-1;-1;
受不了;硬;,-1;-1;
不咋好;,-1;
满意;,1;
不怎么好;容易;发痒;,-1;1;-1;
不推荐购买;,-1;
快;挺干;可以;满意;,1;-1;1;1;
给力;,1;
还可以;,1;
有用;,1;
很大;淡淡的;香;坏掉;不好;还可以;好;差;假;,1;1;1;-1;-1;1;1;-1;-1;
大气;合脚;舒服;不错;,1;1;1;1;
卡;好;,-1;1;
够用;便宜;点赞;好;,1;1;1;1;
太高;不错;,-1;1;
还行;一般;,1;0;
过期;太差;,-1;-1;
不错;,1;
蛮快;不错;没有瑕疵;,1;1;1;
很好;好;满意;,1;1;1;
差太大;差评;厉害;很差;,-1;-1;1;-1;
一般;好用;,0;1;
一流;很快;,1;1;
次;舒服;很大;怪怪的;,-1;1;1;-1;
破;不想麻烦;无奈;,-1;1;-1;
很快;,1;
清晰;给力;,1;1;
高;还可以;,1;1;
不错;,1;
顺畅;物美价廉;满意;正品;快;快;好;好;,1;1;1;1;1;1;1;1;
蛮好;,1;
好;快;好用;好用;差;,1;1;1;1;-1;
很脏;,-1;
仔细;挺快;很好;,1;1;1;
慢;喜欢;好;,-1;1;1;
很差;,-1;
正品;贵;,1;-1;
很好;完好无损;快;好;满意;,1;1;1;1;1;
合适;实惠;喜欢;低调;,1;1;1;0;
喜欢;,1;
便宜;不咋地;,1;-1;
不错;不错;很快;,1;1;1;
看不见;不错;不夸张;容易;好;正确;严重;,-1;1;1;1;1;1;-1;
,
不错;可以;,1;1;
慢;糟糕;失望;,-1;-1;-1;
不行;,-1;
没有问题;信赖;给力;值得;快;,1;1;1;1;1;
不推荐;疙瘩;,-1;-1;
流畅;不错;喜欢;,1;1;1;
快;,1;
很卡;慢;,-1;-1;
卓越;快;麻烦;差不多;还可以;贵;,1;1;-1;0;1;-1;
丑;,-1;
完善;周到;不成熟;,1;1;-1;
,
单一;可以;,-1;1;
,
挺好;可以;,1;1;
太甜;,-1;
坏;坏;,-1;-1;
便宜;一般;,1;0;
差评;,-1;
不错;不开心;,1;-1;
不错;,1;
烂;,-1;
,
非不满意;不开心;脏;,1;-1;-1;
不错;好评;,1;1;
扯蛋;不及时;挺好;满分;,-1;-1;1;1;
小巧;耐用;简单;,1;1;1;
辛苦;,1;
不符;,-1;
没有费;不舒服;,1;-1;
很快;不好;安心;不喜欢;被用过;水润;,1;-1;1;-1;-1;1;
不敢恭维;不错;,-1;1;
很小;容易;,1;1;
不好;,-1;
,
痒;还好;不行;差远了;好;,-1;1;-1;-1;1;
,
不错;喜欢;,1;1;
差;发黄;,-1;-1;
厚;推荐;,0;1;
不是满意;,-1;
漂亮;偏大;,1;-1;
给力;不错;挺好;,1;1;1;
不错;清爽;,1;1;
可以;坑;,1;-1;
垃圾;,-1;
很好;给力;满意;,1;1;1;
,
不满意;失望;,-1;-1;
一般;满意;美味;方便;,0;1;1;1;
物有所值;好;,1;1;
漂亮;货真价实;喜欢;,1;1;1;
不好用;,-1;
挺好;,1;
,
不错;良心;划算;热心;,1;1;1;1;
不错;很好;,1;1;
不对;挺好;,-1;1;
最好;不贵;满意;,1;1;1;
毛糙;干枯;不如好用;,-1;-1;-1;
硬;差评;很旧;,-1;-1;-1;
实用;,1;
实用;,1;
还行;,1;
可以;一般;还行;漏;,1;0;1;-1;
实惠好用;,1;
一般般;失望;,0;-1;
热情;棒;重;,1;1;-1;
不贴合;差;,-1;-1;
痒;假货;肿;卓越;过敏;过敏;粗糙;严重;,-1;-1;-1;1;-1;-1;-1;-1;
着急;,-1;
真品;信赖;值得;满意;,1;1;1;1;
很重;很强;,-1;1;
,
不值;后悔;没便宜;,-1;-1;-1;
承受不住;,-1;
满意;,1;
黑店;,-1;
还行;可笑;闹心;没有诚信;好评;无语;可以;被骗;,1;-1;-1;-1;1;-1;1;-1;
不好;瞎掰;不好;,-1;-1;-1;
不好;,-1;
不贵;一般般;,1;0;
香;可以;,1;1;
裂;,-1;
不易干;干;,-1;-1;
不满意;,-1;
不愉快;没有协调;好;,-1;-1;1;
,
赞;正品;快;好评;,1;1;1;1;
,
流畅;不错;,1;1;
,
很薄;,-1;
本来坏;漏;劣质;简单;厚;垃圾;,1;-1;-1;1;0;-1;
没法用;,-1;
卓越;失望;,1;-1;
,
满意;,1;
烫手;还可以;,-1;1;
足够;坑人;,1;-1;
挺好;棒;,1;1;
认真;行;,1;1;
好;及时;久;,1;1;0;
一般;,0;
棒;还行;挺好;,1;1;1;
耐用;,1;
正品;很好;满意;,1;1;1;
,
失望;正品;不敢假;不会假;不是敢用;保证;麻烦;,-1;1;1;1;-1;1;-1;
有误;,-1;
不错;,1;
满分;满分;,1;1;
不错;挺高;,1;1;
不诚信;,-1;
,
不错;,1;
不错;不兼容;,1;-1;
不错;安静;挺好;,1;1;1;
满意;好评;上好;清晰;,1;1;1;1;
正品;,1;
容易;喜欢;不是油腻;,1;1;1;
,
满意;,1;
无良;欢喜;,-1;1;
碎;,-1;
快;,1;
物美价廉;值得;愉快;快;及时;好;一致;,1;1;1;1;1;1;1;
不好用;精致;挺好;好;,-1;1;1;1;
快捷;可爱;小小的;方便;,1;1;-1;1;
推荐;满意;好;好用;,1;1;1;1;
看不到;很差;,-1;-1;
物美价廉;信赖;值得;,1;1;1;
超慢;,-1;
很好;很小;,1;1;
不好吃;不考究;,-1;-1;
不不好;,1;
,
还好;太香;,1;1;
更快;还可以;很快;不错;,1;1;1;1;
很大;好用;实惠;好用;,1;1;1;1;
太差;太差;,-1;-1;
不错;快;专业;快;满分;,1;1;1;1;1;
失望;,-1;
不错;很好;,1;1;
物超所值;还可以;实惠;便宜;,1;1;1;1;
高清;接触不良;破;差;,1;-1;-1;-1;
,
还行;,1;
挺好;,1;
,
,
不错;,1;
不错;,1;
不会失望;,1;
美观;不错;实用;合理;周到;,1;1;1;1;1;
,
,
不错;也好;,1;1;
不错;不值;差不多;,1;-1;0;
不平;,-1;
,
挺好;满意;,1;1;
还行;太差;,1;-1;
正品;很好;不错;吃力;不错;实惠;好评;,1;1;1;-1;1;1;1;
大气;高端;挺好;,1;1;1;
挺快;,1;
差;没法用;破;垃圾;,-1;-1;-1;-1;
太差;,-1;
痒;不经用;不推荐;发痒;快;,-1;-1;-1;-1;1;
坏;很多;不怎么样;,-1;1;-1;
慢;,-1;
不错;很好;不错;,1;1;1;
油腻;好用;,-1;1;
还行;挺好;,1;1;
好;,1;
,
可以;中等;,1;0;
痒;可耻;过敏;粗糙;坑;,-1;-1;-1;-1;-1;
满意;,1;
黑心;,-1;
,
很痒;不正;,-1;-1;
不管用;,-1;
方便;不错;快;,1;1;1;
不贵;挺好;挺快;,1;1;1;
漂亮;还行;不卡;,1;1;1;
假;不对;失望;,-1;-1;-1;
正品;垃圾;二手;太短;垃圾;,1;-1;-1;-1;-1;
,
缺失;协调;不清楚;不负责;一般;,-1;1;-1;-1;0;
还行;好用;,1;1;
很多;不舒服;还好;没有明显;理解;,1;-1;1;0;1;
垃圾;,-1;
不合理;不错;清晰;,-1;1;1;
发错;,-1;
方便;好用;,1;1;
不错;满意;,1;1;
不给力;很好;挺好;清晰;,-1;1;1;1;
凑合;,0;
很好;不错;,1;1;
严重;,-1;
,
粘稠;假货;不对;假货;失败;,-1;-1;-1;-1;-1;
喜欢;不错;,1;1;
不贵;很好;漂亮;喜欢;舒服;,1;1;1;1;1;
不错;不错;,1;1;
热情;好;满意;,1;1;1;
,
不新鲜;凑合;,-1;0;
不好;还好;久;,-1;1;0;
不错;挺好;,1;1;
失真;严重;,-1;-1;
龟速;,-1;
没坏;,1;
,
不错;,1;
慢;,-1;
没有难吃;不值;好;好;失望;久;不好吃;,1;-1;1;1;-1;0;-1;
省电;使用方便;,1;1;
坏;不理;,-1;-1;
不错;,1;
不诚信;能用;差;不良;差评;,-1;1;-1;-1;-1;
假货;卓越;,-1;1;
,
快;不错;,1;1;
差;好;,-1;1;
坏;均衡;一般;,-1;1;0;
不是别出心裁;还行;,-1;1;
很好;漂亮;不结实;,1;1;-1;
不满意;坏;不值;太差;,-1;-1;-1;-1;
不行;不均;变质;容易;,-1;-1;-1;1;
很薄;挺好;,-1;1;
不算很好;还可以;,-1;1;
挺好;划算;,1;1;
贵;还行;,-1;1;
不错;挺好;,1;1;
还行;偏大;,1;-1;
流畅;清晰;,1;1;
时尚;好;快;很棒;清新;坑;泛白;很薄;,1;1;1;1;1;-1;-1;-1;
满意;大爱;太棒;,1;1;1;
不错;喜欢;好评;,1;1;1;
不错;很好;方便;,1;1;1;
好味道;不错;喜欢;还好;,1;1;1;1;
还好;快;,1;1;
蛮大;快;,1;1;
华而不实;,-1;
方便;,1;
渣;凑合;还行;自然;不怎么样;,-1;0;1;1;-1;
快;不好;,1;-1;
疼;不对;温和;火辣辣;,-1;-1;1;-1;
不错;,1;
坑;,-1;
,
后悔;很差;贵;,-1;-1;-1;
一般;,0;
方便好用;,1;
不错;不是很长;真品;还可以;,1;-1;1;1;
谨慎;,0;
不错;,1;
热情;不错;美观大方;很快;,1;1;1;1;
准时;一流;认真负责;满意;,1;1;1;1;
很暖;很厚;喜欢;,1;1;1;
棒棒的;快;满意;,1;1;1;
不方便;慢;,-1;-1;
挺搭;满意;,1;1;
耐用;,1;
不错;好;舒服;,1;1;1;
好评;,1;
不错;好用;,1;1;
有点效果;,1;
好看;,1;
还可以;,1;
难过;欺骗;明显;好;,-1;-1;0;1;
不认真;,-1;
无语;,-1;
还行;没好;,1;-1;
薄;很多;,0;1;
不怎么样;,-1;
,
还可以;,1;
满意;漂亮;满意;,1;1;1;
搭理;正规;太差;,1;1;-1;
不错;很好;,1;1;
,
不满意;纯粹;,-1;1;
没有坏;,1;
痒;,-1;
保障;,1;
一般般;,0;
喜欢;,1;
坏;,-1;
很好;,1;
还好;,1;
快;不错;,1;1;
,
,
,
挺好;很香;,1;1;
值得;清楚;很好;,1;1;1;
喜欢;很短;不纯正;刺鼻;挺好;很淡;,1;-1;-1;-1;1;-1;
好;,1;
,
挺好;辛苦;慢;,1;1;-1;
谨慎;粗糙;,0;-1;
痒;更快;后悔;没有好;,-1;1;-1;-1;
卡顿;破;垃圾;垃圾;,-1;-1;-1;-1;
难闻;不好;不满意;,-1;-1;-1;
喜欢;,1;
能用;,1;
满意;够用;很快;满意;好;好看;,1;1;1;1;1;1;
漂亮;不错;很好;正品;喜欢;,1;1;1;1;1;
不是满意;暗;,-1;-1;
满意;,1;
较小;还行;,-1;1;
包邮;包邮;放心;可以;可以;硬;负责;,1;1;1;1;1;-1;1;
没有好;,-1;
没有闪亮;一般;,-1;0;
大小不一;,-1;
无语;太长;,-1;-1;
不错;,1;
适合;,1;
,
流畅;不喜欢;,1;-1;
干净;较干;粘粘的;,1;-1;-1;
很好;,1;
不是满意;,-1;
乱收费;,-1;
失望;,-1;
很多;旧;,1;-1;
愉快;实惠;不错;顺手;,1;1;1;1;
很好;舒服;正合适;,1;1;1;
不错;,1;
很快;很好;,1;1;
不错;,1;
,
满意;失望;敷衍;,1;-1;-1;
好用;,1;
很小;次;贵;正品;,1;-1;-1;1;
不是一般;,0;
,
漂亮;好;好;推荐;高大上;清楚;不错;好;好评;推荐购买;,1;1;1;1;1;1;1;1;1;1;
正品;,1;
很好;方便;,1;1;
一般;,0;
不错;不行;,1;-1;
好;硬;,1;-1;
差远了;行;贵;便宜;差远了;恶心;,-1;1;-1;1;-1;-1;
好看;足够;不是高端;没有还好;没有遗憾;,1;1;-1;-1;1;
不错;好;,1;1;
不正;,-1;
正品;不错;很好;,1;1;1;
能用;差;很多;,1;-1;1;
不够好;,-1;
不咋好;,-1;
一般;,0;
不错;,1;
差;,-1;
物美价廉;,1;
煞笔;垃圾;,-1;-1;
太差;,-1;
不错;很大;开心;满意;,1;1;1;1;
有问题;太差;极低;不是值得;信赖;失望;统一;差评;差;及时;,-1;-1;-1;-1;1;-1;1;-1;-1;1;
可以;,1;
亏;垃圾;,-1;-1;
快;,1;
,
不满意;,-1;
,
好用;,1;
不错;不错;很小;不影响;,1;1;1;0;
,
挺好;,1;
平滑;可以;,1;1;
,
不好;没有油腻;,-1;1;
